reducer,date,NDVI,NDBI,IBI,UI
mean,2017-03-30,0.11846327150953512,0.014458590760895307,-35.665661096080676,-0.04664485162793962
mean,2017-04-06,0.11390436166674654,-0.05145912508411086,-0.28496238708924465,-0.1195882502612764
mean,2017-04-16,0.12206951995137609,-0.15218075493570754,-5.367963129946909,-0.2008767055045322
mean,2017-04-19,0.11045729496556282,0.003237929633650088,-0.40424831539533945,-0.06521708725017226
mean,2017-04-26,0.19213810414999635,-0.24197978140175588,3.951971587445059,-0.30328239220109526
mean,2017-04-29,0.1571937080674922,-0.09026345090078523,1.4121890952804832,-0.2111132750942694
mean,2017-05-06,0.14584922028383066,-0.30325135539849113,-1.374362661753701,-0.3667012627723953
mean,2017-05-09,0.11344341388817077,0.03312720474680006,0.37499464668026733,-0.042228576637875194
mean,2017-05-19,0.10715287525335732,0.030155954385034545,-3.3149458060833465,-0.03009953351131525
mean,2017-05-26,0.12544851913601493,-0.32196783596335926,1.377447447460149,-0.3762559027069862
mean,2017-05-29,0.14350062786785975,-0.0075374815522680685,-0.7113041745720222,-0.11149177313567414
mean,2017-06-05,0.09979442341021671,-0.08374631048536947,3.0938699726239403,-0.13002681920415232
mean,2017-06-08,0.2485834927596519,-0.1041464044912422,1.4232397595269033,-0.2818953642582647
mean,2017-06-15,0.12557043148365438,-0.1400782746419204,-6.268219388799954,-0.22040659320160236
mean,2017-06-18,0.07146404435506784,-0.051748149693996666,2.4024706399234943,-0.14608696556717626
mean,2017-06-25,0.0873729335376352,-0.1228503258725341,3.8119806910517218,-0.16440465246914535
mean,2017-06-28,0.07552721289778283,0.06774589267492595,2.572231810876027,0.0044782142498468675
mean,2017-07-05,0.09137741096182314,-0.37040444682904106,2.1126163656924795,-0.4099229081323216
mean,2017-07-18,0.14202795926537212,0.008685719319526636,-12.107308599686467,-0.12319478771247162
mean,2017-07-25,0.12533517529645735,-0.13410521518575483,-0.9339581166648653,-0.19447601444136883
mean,2017-07-28,0.08725004342249429,0.04587314209593243,-33.09165634568747,-0.019230337589163336
mean,2017-08-04,0.13023736335357675,-0.2035233081934337,1.1070720048409168,-0.25250803522528725
mean,2017-08-14,0.11866337055565555,-0.16206586393054856,0.5270558721192832,-0.23439846908925951
mean,2017-08-17,0.08996250290767832,0.06151792496259561,14.939880726180958,-0.003583444495731236
mean,2017-08-24,0.11067926484489153,-0.07789724361223734,7.677230901420965,-0.14297818740334764
mean,2017-08-27,0.09607064331773287,0.05403121230970823,8.273754299161338,-0.012819024988764745
mean,2017-09-03,0.08517749351917506,0.0578023361558898,-2.8666450746431167,-0.019002821013124838
mean,2017-09-06,0.11019001801957808,0.041752839294362486,-1.2521350411905652,-0.024456073625986965
mean,2017-09-13,0.10417224888632266,0.045722746721996006,-2.4413125011499726,-0.022762654493458358
mean,2017-09-16,0.10224890559256936,0.04839344226337108,2.0577278795341143,-0.016646460747775364
mean,2017-09-23,0.0991144420370079,0.036618747488518046,-53.474000945643965,-0.02867943432806714
mean,2017-09-26,0.089393275533378,0.049192540234030024,3.9899036176840124,-0.018973516356268153
mean,2017-10-03,0.1680913896231082,-0.061536569366269445,0.7910944541514877,-0.22201617782209207
mean,2017-10-06,0.10695013385054458,0.0538143188175897,-6.383589228137007,-0.010376258834536467
mean,2017-10-13,0.10813850163771604,0.03984086939993217,-19.684956930095705,-0.02612221089680476
mean,2017-10-16,0.10110399274454217,0.05096247236535536,-18.28221674182923,-0.012479860092488169
mean,2017-10-23,0.26333265022574887,-0.14985073046282973,0.7263534970390125,-0.34308219789470334
mean,2017-10-26,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-11-02,0.13671421741930556,0.042716831928748616,20.839342394275455,-0.027359358462873254
mean,2017-11-05,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-11-12,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-11-15,0.08193199856562669,-0.1406986443778445,1.8430288428710626,-0.3154030633316083
mean,2017-11-22,0.12012237094112262,0.04563816492992699,-0.6757437180082286,-0.02395867584207938
mean,2017-11-25,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-12-02,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-12-05,0.1230441257926156,0.04138129666290366,0.6636595046236927,-0.02830634295815581
mean,2017-12-12,0.11318674146508693,0.03108191433946673,0.33475261057521444,-0.05442639044805744
mean,2017-12-15,0.10054528434376073,0.07569764680565119,-3.763132482117136,0.009710197072288687
mean,2017-12-17,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-12-20,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-12-22,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2017-12-25,0.11316409386981176,0.047357439952481144,-2.2952311801058434,-0.030190807896325077
mean,2017-12-27,0.1248877516559281,0.026311827455514584,-2.5154587045920778,-0.04907823747390104
mean,2017-12-30,0.11691301914478498,0.06433424136138012,3.8618584592278586,0.00836912480721089
mean,2018-01-01,0.12606893459235158,0.015909469721340774,0.9527646088836504,-0.06569181698525406
mean,2018-01-04,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-01-06,0.11591977192429284,0.018623640435011263,-68.53587225998788,-0.04545759799139124
mean,2018-01-09,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-01-11,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-01-14,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-01-16,0.1255716043481832,0.0034089297929833255,-2.979465043119383,-0.08995236398309674
mean,2018-01-19,0.13188923170544178,0.06346172969652061,-2.8374461079476467,0.0075788078583979394
mean,2018-01-21,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-01-24,-8.961009454023664e-06,-0.6132745535974294,3.093655658980232,-0.6012857864098264
mean,2018-01-26,0.13302864539121487,-0.004527870904674618,20.000694240186206,-0.08319259840974073
mean,2018-01-29,0.1212372221223646,0.051711935632438706,-0.658665315661934,-0.0076263694050069586
mean,2018-01-31,0.12763693572741855,0.03552221725008224,-22.465333616523846,-0.046361704753665196
mean,2018-02-05,0.12366587890517856,0.03469158328490013,3.2906784345902778,-0.018338932835923236
mean,2018-02-08,0.11737970382738917,0.09817432984475247,-2.7047735323977453,0.045095693282903186
mean,2018-02-10,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-13,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-15,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-18,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-20,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-23,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-25,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-02-28,0.13690284888532714,0.038141337113482957,-1080.9790415352031,-0.05207992182333239
mean,2018-03-02,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-03-07,0.0988765942333326,0.08014754068068451,-0.5398557822690704,0.0326410020599933
mean,2018-03-10,0.13203283742161856,0.09834697894090659,48.05949680258023,0.050903404964924556
mean,2018-03-12,0.09226025868752559,0.07658433620486389,-2.4260859623638336,0.011957761433972753
mean,2018-03-15,0.11889501623188,0.08863238141598781,-5.348929607410451,0.03121806673443387
mean,2018-03-17,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-03-20,0.10883096035642703,0.05671376700923786,-6.7720184615202,-0.0195267594500242
mean,2018-03-22,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-03-25,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-03-27,0.03949678299420217,-0.08481635946290138,0.7836244396400401,-0.13569301655727534
mean,2018-03-30,0.16307873831321779,0.05723402247261195,-3.6199335410999534,0.0094986415668538
mean,2018-03-30,0.19095736573184333,0.017983080131712893,0.3270997323424077,-0.04703352488010398
mean,2018-04-01,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-04-04,0.11722261014357477,0.03453119816408273,24.78673248676712,-0.02379010016845244
mean,2018-04-06,0.09904841845791848,-0.04611035899742649,-0.07791072535333515,-0.1269903725251426
mean,2018-04-09,0.1611108411999698,0.04896284457693811,-5.996117984890889,0.004104886787711314
mean,2018-04-11,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-04-14,0.11874100239260751,0.030818602196941103,-0.16818726918493296,-0.03180432759653799
mean,2018-04-16,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-04-19,0.14643004853754044,0.022852427662877407,-4.75561463471176,-0.03493066697642535
mean,2018-04-21,0.15524898127030937,-0.019534313425187768,-0.1762039501921158,-0.09704455786768365
mean,2018-04-24,0.1314110329246818,0.017460710993323355,0.3615166286126696,-0.04117541665796492
mean,2018-04-26,0.1268088676917091,0.03226818529226074,-5.398000964968899,-0.0049306133604994085
mean,2018-04-29,0.10072991490140087,-0.009862731581205824,-3.972955690045725,-0.07578184882922444
mean,2018-05-01,0.12040640194834537,0.022531686987464394,-1.310784004544394,-0.04547663265000575
mean,2018-05-04,0.11933517351563712,0.0031490909581470285,-1.3262324884780432,-0.0915739029217328
mean,2018-05-06,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-05-09,0.11030269642339428,0.06134699402166846,-0.794638373344238,0.01188338616845359
mean,2018-05-11,0.12312765599399508,0.020317653992802234,-2.1832908134759275,-0.08522388512012428
mean,2018-05-14,0.11615813287358709,0.04721279292967829,-0.6728196496138524,-0.004162966313469979
mean,2018-05-16,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-05-19,0.10853684355442118,0.025046723271045644,-2.165551547007181,-0.035863169174034794
mean,2018-05-21,0.09014051025362169,0.03818338302401018,-21.139190273061242,-0.025663267252079527
mean,2018-05-24,0.0830250660369616,-0.4716729834712582,1.9381790214304964,-0.5036165957971416
mean,2018-05-26,0.09645104280650652,0.004748931911360553,-3.3550447175207445,-0.0507305221100865
mean,2018-05-29,0.11862503031413947,0.059916150438509654,-4.5636459523502415,0.009654433993903646
mean,2018-05-31,0.07054899197384476,0.039298655691842016,-2.0681540036944237,-0.0102338524891104
mean,2018-06-03,0.20997035251118873,0.02581131586662445,-0.019951744167125703,-0.09076180732820897
mean,2018-06-03,0.10683182191749704,0.07181898562861361,-8.937605264813392,0.014045292316391686
mean,2018-06-05,0.08729806120709145,0.022497846969121566,-4.371445760152282,-0.01979719281384268
mean,2018-06-08,0.09520425334638705,0.06294512909566335,6.372475254370588,0.009312134921322665
mean,2018-06-10,0.05298724084156749,0.044246473862570405,2.599180884469038,-0.004447370270653204
mean,2018-06-13,0.09943460845736274,0.079388622559484,-4.163901872690168,0.01787733240226108
mean,2018-06-15,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-06-18,0.10339522144699193,0.04214379696709066,0.8843526023552452,-0.037021018630894
mean,2018-06-20,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-06-23,0.10894248809335721,0.06737909364452588,2.515634545063395,0.0024679513496229035
mean,2018-06-25,0.03621809273210301,-0.03285481623160524,2.0390432509879997,-0.10743116549079594
mean,2018-06-28,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-06-30,0.11426117565563462,0.04617679123185327,-7.880435519437934,-0.022397298532921883
mean,2018-07-03,0.11903081565122502,0.05368816691346683,22.805421527234852,-0.010864955885736237
mean,2018-07-05,0.10771734514233916,0.04881418972819278,5.782668810553244,0.0032749322890266016
mean,2018-07-08,0.08911534920369867,0.0562602840245359,-7.980488953418636,0.005344832033354223
mean,2018-07-10,0.09703225200746345,0.038451409422412375,-1.1054679476279166,-0.019992871838771954
mean,2018-07-13,0.11923204047910155,0.05597193186471084,-1.7153893759985395,-0.0019325193154450299
mean,2018-07-15,0.11646013830155305,0.03338853050486525,-2.0240868292548626,-0.0046084057295170885
mean,2018-07-18,0.12807814514202118,0.0724682616816881,87.83488224171214,0.02523801421900381
mean,2018-07-20,0.10531292978634166,0.05679628890206565,-2.5609690301292396,-0.0016426171716887158
mean,2018-07-23,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-07-25,0.10045648328380687,0.05684614516970998,7.931299356934035,0.013174920366693037
mean,2018-07-28,0.1159015343582759,0.08309676368024933,0.6198133455534559,0.027749090371766493
mean,2018-07-30,0.0946325849818419,0.06368452156949356,0.2103886420978447,0.00520286871820172
mean,2018-08-02,0.06052432293655478,0.09643934447145787,14.371340782371448,0.03101180306158782
mean,2018-08-04,0.13273575300851448,0.02043541147444656,-0.4786037171851708,-0.052276812105120106
mean,2018-08-07,0.12054057527055076,0.06848204393526418,-1.2486400358131045,0.012452786987818881
mean,2018-08-09,0.09782708461777537,0.03622758696605335,12.39507982676603,-0.01342665710142011
mean,2018-08-14,0.10650639072971065,0.05400117926073579,20.36471897980676,0.008150308000517551
mean,2018-08-17,0.21092897103991795,-0.030074101361260753,-2.7473382352868434,-0.15497676351635287
mean,2018-08-19,0.1101047526574375,0.058051869912706715,-0.5645237938763819,-0.012050775927388858
mean,2018-08-22,0.10258693123810847,0.05966951170062284,-1.4596099770901882,-0.005865264432036001
mean,2018-08-24,0.0881929067498153,0.06261366216401473,-0.0995062566732929,0.0252865215472335
mean,2018-08-27,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-08-29,0.1325850639193116,0.04495354055433867,-676.6984968940021,-0.06002044076872384
mean,2018-09-01,0.11594912139164087,0.05853101165517412,8.36861878060437,-0.015335948734727158
mean,2018-09-03,0.11095466723872081,0.05553769837137975,1.8818795817745886,0.010936891049855627
mean,2018-09-06,0.1390577465186313,0.08160816237597159,41.1001056959802,0.028663940753502228
mean,2018-09-08,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-09-11,0.10782759886072962,0.048296482444926944,-1.6003993110163814,-0.01801188854620646
mean,2018-09-13,0.17509396518158563,-0.007589806923276397,3.3878409709580333,-0.11921993572385013
mean,2018-09-16,0.12261430299185537,0.08857828756440923,-4.728041122365141,0.03078152981245694
mean,2018-09-18,0.13832361716123573,-0.17338553655199926,2.08801965054559,-0.3450786157344936
mean,2018-09-21,0.11323249013263238,0.046797922182421244,0.1016785917105459,-0.01984168226121819
mean,2018-09-23,0.10862250069123569,0.03169363741846893,14.133919278705223,-0.01719194002931542
mean,2018-09-26,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-09-28,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-10-01,0.11127783961863806,0.011628176405068132,-1.0186601174955268,-0.07982540138566022
mean,2018-10-03,0.07777791064118213,-0.10618327732496577,1.6378746256131003,-0.16153216357325928
mean,2018-10-06,0.11193888587381709,0.041978542673481826,1.015434233454045,-0.03919340533160896
mean,2018-10-08,0.10085521058638389,0.05345765236508059,2.088715043512721,-0.011353970711149311
mean,2018-10-13,0.12262496123443928,-0.04308945955956255,1.8738609942012543,-0.15721519562737904
mean,2018-10-16,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-10-18,0.11464134802792798,0.037798251343514,2.8345383513476157,-0.04590916256561454
mean,2018-10-21,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-10-23,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-10-26,0.14675151487256233,0.06727154336276281,3.1609986928180267,0.017541530146219758
mean,2018-10-28,0.11834549794727965,0.06996756351042617,-4.419682875541307,-0.00965479843270502
mean,2018-10-31,0.10445364924398678,0.06113309321346555,2.4529688184697105,-0.013935111134073098
mean,2018-11-02,0.12024021053707844,0.07188181737489538,2.2904762726123353,0.016684349117283573
mean,2018-11-05,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-07,0.0978429640389982,0.016949651496311675,-1.6058530882124644,-0.1250957189721333
mean,2018-11-10,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-12,0.07319385163465386,-0.03735753263149349,15.170086194379397,-0.1203946980533512
mean,2018-11-15,0.14177321718616523,0.010462581825855105,-5.612683205495147,-0.05788984875618992
mean,2018-11-17,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-20,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-22,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-25,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-27,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-11-30,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-12-02,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-12-05,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-12-07,0.17514480807001725,-0.06471386991210146,-1.5555970656528877,-0.17633666892949199
mean,2018-12-10,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-12-12,0.13332581111800826,0.026695720592902455,36.06827764349221,-0.02977747983845265
mean,2018-12-15,0.037528801092424006,-0.08732692523236667,3.4734171503242472,-0.16941138498791697
mean,2018-12-17,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2018-12-20,0.12470962065277501,0.03173870034132385,2.87666808316426,-0.05775844237187896
mean,2018-12-22,0.11819802942385682,-0.019058964817956804,1.078121824303153,-0.09580615121752713
mean,2018-12-25,0.054597563899682906,-0.09924091378851951,1.4893831222000493,-0.17046758225286285
mean,2018-12-27,0.12858535385303443,0.024689804407170307,17.05213759586054,-0.058480848177697664
mean,2018-12-30,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-01,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-04,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-06,0.05121791403604348,-0.4171390993847509,2.2182870696233885,-0.472714562304268
mean,2019-01-09,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-11,0.019412549222374675,-0.6898829822586113,3.2081731733814345,-0.6515153324063148
mean,2019-01-14,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-16,0.1080591901304158,0.036982067785786776,1.9575935173428851,-0.03339518272970195
mean,2019-01-19,0.10047520747374504,0.04760745448375989,53.92379383474193,-0.012907564784527321
mean,2019-01-21,0.10353164387946272,0.04699690979586358,0.9217731073653711,-0.01306303733366823
mean,2019-01-24,0.22375033635571354,0.016019056093068217,-0.702270744343712,-0.08632484543102101
mean,2019-01-26,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-29,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-01-31,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-02-03,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-02-05,0.09949884026897737,0.02330788835995063,-9.43617506008927,-0.0593096377004038
mean,2019-02-08,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-02-10,0.12205921430242102,0.04144986378439897,0.3721652097628436,-0.01997224458580624
mean,2019-02-13,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-02-15,-0.011211086650380942,-0.5898174675475131,3.190996640698328,-0.6825039490778771
mean,2019-02-18,0.10844993937207976,0.022855184276816768,-8.961711337893234,-0.04414087598476363
mean,2019-02-20,0.11431634304014851,0.04981382187295735,-0.8991634508928661,0.0017707065426754711
mean,2019-02-23,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-02-25,0.1116307597775473,0.00643337213523913,-7.042684529035878,-0.05789365585644092
mean,2019-02-28,0.11990278221753815,0.020490526984834494,0.2281590140765301,-0.056044879152606364
mean,2019-03-02,0.1172231584257658,0.038252749391376836,-3.163573576557017,-0.005785420720281351
mean,2019-03-05,0.12467813362403815,0.07076685592072679,1.949582711167692,0.024553936263779715
mean,2019-03-07,0.10278553033559505,0.04615391248531198,-0.5369992509491803,-0.007567271200040276
mean,2019-03-10,0.11410969886049556,0.04970404557560274,1.152078222986264,-0.0031901773371982257
